sample_id	Species	ST	sample_accession
ERR1616451	Klebsiella pneumoniae	ST3822	SAMEA4427418
ERR1616452	Klebsiella pneumoniae	ST3822	SAMEA4427419
ERR1616453	Klebsiella pneumoniae	ST48	SAMEA4427420
ERR1616454	Klebsiella pneumoniae	ST3822	SAMEA4427421
ERR1616455	Klebsiella pneumoniae	ST20	SAMEA4427422
ERR1616456	Klebsiella pneumoniae	ST45	SAMEA4427423
ERR1616607	Klebsiella pneumoniae	ST432	SAMEA4427574
ERR1616608	Klebsiella pneumoniae	ST17	SAMEA4427575
ERR1616609	Klebsiella pneumoniae	ST48	SAMEA4427576
ERR1616610	Klebsiella pneumoniae	ST4	SAMEA4427577
ERR1616611	Klebsiella pneumoniae	ST14	SAMEA4427578
ERR1616612	Klebsiella pneumoniae	ST37	SAMEA4427579
ERR1616613	Klebsiella pneumoniae	ST48	SAMEA4427580
ERR1616614	Klebsiella pneumoniae	ST15	SAMEA4427581
ERR1616615	Klebsiella pneumoniae	ST48	SAMEA4427582
ERR1616616	Klebsiella pneumoniae	ST1777	SAMEA4427583
ERR1616617	Klebsiella pneumoniae	ST20	SAMEA4427584
ERR1616618	Klebsiella pneumoniae	ST3822	SAMEA4427585
ERR1616619	Klebsiella pneumoniae	ST15	SAMEA4427586
ERR1616620	Klebsiella pneumoniae	ST659	SAMEA4427587
ERR1616621	Klebsiella pneumoniae	ST3822	SAMEA4427588
ERR1616622	Klebsiella pneumoniae	ST359	SAMEA4427589
ERR1616624	Klebsiella pneumoniae	ST2211	SAMEA4427591
ERR1616625	Klebsiella pneumoniae	ST1441	SAMEA4427592
ERR1616626	Klebsiella pneumoniae	ST414	SAMEA4427593
ERR1616627	Klebsiella pneumoniae	ST105	SAMEA4427594
ERR1616628	Klebsiella pneumoniae	ST20	SAMEA4427595
ERR1616629	Klebsiella pneumoniae	ST359	SAMEA4427596
ERR1616630	Klebsiella pneumoniae	ST1980	SAMEA4427597
ERR1616631	Klebsiella pneumoniae	ST1980	SAMEA4427598
ERR1616632	Klebsiella pneumoniae	ST48	SAMEA4427599
ERR1616633	Klebsiella pneumoniae	ST48	SAMEA4427600
ERR1616634	Klebsiella pneumoniae	ST45	SAMEA4427601
ERR1616635	Klebsiella pneumoniae	ST35	SAMEA4427602
ERR1616636	Klebsiella pneumoniae	ST48	SAMEA4427603
ERR1616637	Klebsiella pneumoniae	ST17	SAMEA4427604
ERR1616638	Klebsiella pneumoniae	ST437	SAMEA4427605
ERR1616639	Klebsiella pneumoniae	ST111	SAMEA4427606
ERR1616641	Klebsiella pneumoniae	ST391	SAMEA4427607
ERR1616640	Klebsiella pneumoniae	ST307	SAMEA4427608
ERR1616642	Klebsiella pneumoniae	ST107	SAMEA4427609
ERR1616643	Klebsiella pneumoniae	ST252	SAMEA4427610
ERR1616644	Klebsiella pneumoniae	ST15	SAMEA4427611
ERR1616645	Klebsiella pneumoniae	ST37	SAMEA4427612
ERR1616646	Klebsiella pneumoniae	ST1322	SAMEA4427613
ERR1616647	Klebsiella pneumoniae	ST37	SAMEA4427614
ERR1616648	Klebsiella pneumoniae	ST101	SAMEA4427615
ERR1616649	Klebsiella pneumoniae	ST1419	SAMEA4427616
ERR1616650	Klebsiella pneumoniae	ST1419	SAMEA4427617
ERR1616651	Klebsiella pneumoniae	ST1626	SAMEA4427618
ERR1616652	Klebsiella pneumoniae	ST48	SAMEA4427619
ERR1616656	Klebsiella pneumoniae	ST48	SAMEA4427620
ERR1616657	Klebsiella pneumoniae	ST35	SAMEA4427621
ERR1616658	Klebsiella pneumoniae	ST111	SAMEA4427622
ERR1616659	Klebsiella pneumoniae	ST432	SAMEA4427623
ERR1616660	Klebsiella pneumoniae	ST432	SAMEA4427624
ERR1616661	Klebsiella pneumoniae	ST34	SAMEA4427625
ERR1616662	Klebsiella pneumoniae	ST20	SAMEA4427626
ERR1616663	Klebsiella pneumoniae	ST432	SAMEA4427627
ERR1616664	Klebsiella pneumoniae	ST20	SAMEA4427628
ERR1616665	Klebsiella pneumoniae	ST261	SAMEA4427629
ERR1616666	Klebsiella pneumoniae	ST15	SAMEA4427630
ERR1616667	Klebsiella pneumoniae	ST1709	SAMEA4427631
ERR1616668	Klebsiella pneumoniae	ST391	SAMEA4427632
ERR1616669	Klebsiella pneumoniae	ST391	SAMEA4427633
ERR1616670	Klebsiella pneumoniae	ST391	SAMEA4427634
ERR1616671	Klebsiella pneumoniae	ST1999	SAMEA4427635
ERR1616676	Klebsiella pneumoniae	ST359	SAMEA4427636
ERR1616677	Klebsiella pneumoniae	ST2211	SAMEA4427637
ERR1616678	Klebsiella pneumoniae	ST45	SAMEA4427638
ERR1616679	Klebsiella pneumoniae	ST359	SAMEA4427639
ERR1616680	Klebsiella pneumoniae	ST37	SAMEA4427640
ERR1616681	Klebsiella pneumoniae	ST37	SAMEA4427641
ERR1616682	Klebsiella pneumoniae	ST147	SAMEA4427642
ERR1616683	Klebsiella pneumoniae	ST896	SAMEA4427643
ERR1616684	Klebsiella pneumoniae	ST340	SAMEA4427644
ERR1616685	Klebsiella pneumoniae	ST2211	SAMEA4427645
ERR1616686	Klebsiella pneumoniae	ST437	SAMEA4427646
ERR1616687	Klebsiella pneumoniae	ST37	SAMEA4427647
ERR1616688	Klebsiella pneumoniae	ST15	SAMEA4427648
ERR1616693	Klebsiella pneumoniae	ST268	SAMEA4427649
ERR1616694	Klebsiella pneumoniae	ST20	SAMEA4427650
ERR1616695	Klebsiella pneumoniae	ST11	SAMEA4427651
ERR1616696	Klebsiella pneumoniae	ST14	SAMEA4427652
ERR1616701	Klebsiella pneumoniae	ST14	SAMEA4427660
ERR1616702	Klebsiella pneumoniae	ST1593	SAMEA4427661
ERR1616703	Klebsiella pneumoniae	ST101	SAMEA4427662
ERR1616704	Klebsiella pneumoniae	ST176	SAMEA4427663
ERR1616705	Klebsiella pneumoniae	ST104	SAMEA4427664
ERR1616706	Klebsiella pneumoniae	ST17	SAMEA4427665
ERR1616707	Klebsiella pneumoniae	ST17	SAMEA4427666
ERR1616708	Klebsiella pneumoniae	ST357-2LV	SAMEA4427667
ERR1616709	Klebsiella pneumoniae	ST17	SAMEA4427668
ERR1616710	Klebsiella pneumoniae	ST22	SAMEA4427669
ERR1616717	Klebsiella pneumoniae	ST904	SAMEA4427670
ERR1616718	Klebsiella pneumoniae	ST1980	SAMEA4427671
ERR1616719	Klebsiella pneumoniae	ST20	SAMEA4427672
ERR1616720	Klebsiella pneumoniae	ST20	SAMEA4427673
ERR1616721	Klebsiella pneumoniae	ST896	SAMEA4427674
ERR1616722	Klebsiella pneumoniae	ST896	SAMEA4427675
ERR1616723	Klebsiella pneumoniae	ST3029	SAMEA4427676
ERR1616724	Klebsiella pneumoniae	ST101	SAMEA4427677
ERR1616725	Klebsiella pneumoniae	ST261	SAMEA4427678
ERR1616726	Klebsiella pneumoniae	ST107	SAMEA4427679
ERR1616727	Klebsiella pneumoniae	ST1242-1LV	SAMEA4427680
ERR1616728	Klebsiella pneumoniae	ST37	SAMEA4427681
ERR1616729	Klebsiella pneumoniae	ST902	SAMEA4427682
ERR1616736	Klebsiella pneumoniae	ST1427	SAMEA4427683
ERR1616737	Klebsiella pneumoniae	ST1427	SAMEA4427684
ERR1616738	Klebsiella pneumoniae	ST403	SAMEA4427685
ERR1616739	Klebsiella pneumoniae	ST869	SAMEA4427686
ERR1616740	Klebsiella pneumoniae	ST4181-1LV	SAMEA4427687
ERR1616741	Klebsiella pneumoniae	ST45	SAMEA4427688
ERR1616742	Klebsiella pneumoniae	ST1661	SAMEA4427689
ERR1616743	Klebsiella pneumoniae	ST627	SAMEA4427690
ERR1616744	Klebsiella pneumoniae	ST13	SAMEA4427691
ERR1616745	Klebsiella pneumoniae	ST37	SAMEA4427692
ERR1616746	Klebsiella pneumoniae	ST37	SAMEA4427693
ERR1616753	Klebsiella pneumoniae	ST1322	SAMEA4427694
ERR1616754	Klebsiella pneumoniae	ST2022-1LV	SAMEA4427695
ERR1616755	Klebsiella pneumoniae	ST2022-1LV	SAMEA4427696
ERR1616756	Klebsiella pneumoniae	ST432	SAMEA4427697
ERR1616757	Klebsiella pneumoniae	ST37	SAMEA4427698
ERR1616758	Klebsiella pneumoniae	ST3617-1LV	SAMEA4427699
ERR1616759	Klebsiella pneumoniae	ST432	SAMEA4427700
ERR1616760	Klebsiella pneumoniae	ST1407	SAMEA4427701
ERR1616761	Klebsiella pneumoniae	ST37	SAMEA4427702
ERR1616762	Klebsiella pneumoniae	ST37	SAMEA4427703
ERR1616763	Klebsiella pneumoniae	ST1777	SAMEA4427704
ERR1616764	Klebsiella pneumoniae	ST359	SAMEA4427705
ERR1616765	Klebsiella pneumoniae	ST45	SAMEA4427706
ERR1616766	Klebsiella pneumoniae	ST45	SAMEA4427707
ERR1618457	Klebsiella pneumoniae	ST20	SAMEA4428582
ERR1618461	Klebsiella pneumoniae	ST1530	SAMEA4428586
ERR1618463	Klebsiella pneumoniae	ST392	SAMEA4428588
